settlementDate,settlementPeriod,DAM,DAI
2022-06-10,29.0,27698.0,2327.0
2022-06-10,30.0,27932.0,2446.0
2022-06-10,31.0,28456.0,3344.0
2022-06-10,32.0,28420.0,3006.0
2022-06-10,33.0,27722.0,3029.0
2022-06-10,34.0,26791.0,2704.0
2022-06-10,35.0,26441.0,3523.0
2022-06-10,36.0,25363.0,2368.0
2022-06-10,37.0,24902.0,2377.0
2022-06-10,38.0,24753.0,2290.0
2022-06-10,39.0,24426.0,2198.0
2022-06-10,40.0,24530.0,2103.0
2022-06-10,41.0,23831.0,1066.0
2022-06-10,42.0,23935.0,1421.0
2022-06-10,43.0,24162.0,1499.0
2022-06-10,44.0,23805.0,1621.0
2022-06-10,45.0,24523.0,1696.0
2022-06-10,46.0,25467.0,1759.0
2022-06-10,47.0,22737.0,1866.0
2022-06-10,48.0,23458.0,2072.0
2022-06-11,1.0,23835.0,1115.0
2022-06-11,2.0,24486.0,1120.0
2022-06-11,3.0,24669.0,1318.0
2022-06-11,4.0,25133.0,1427.0
2022-06-11,5.0,25366.0,1397.0
2022-06-11,6.0,25790.0,1821.0
2022-06-11,7.0,25975.0,1745.0
2022-06-11,8.0,26044.0,1764.0
2022-06-11,9.0,25357.0,1579.0
2022-06-11,10.0,25687.0,1973.0
2022-06-11,11.0,25858.0,2239.0
2022-06-11,12.0,26043.0,2065.0
2022-06-11,13.0,26353.0,2060.0
2022-06-11,14.0,26346.0,2052.0
2022-06-11,15.0,26462.0,2890.0
2022-06-11,16.0,25991.0,3068.0
2022-06-11,17.0,25989.0,2926.0
2022-06-11,18.0,25759.0,2875.0
2022-06-11,19.0,25670.0,1364.0
2022-06-11,20.0,25611.0,1317.0
2022-06-11,21.0,24812.0,993.0
2022-06-11,22.0,24939.0,449.0
2022-06-11,23.0,25033.0,18.0
2022-06-11,24.0,25390.0,412.0
2022-06-11,25.0,25934.0,1030.0
2022-06-11,26.0,26304.0,985.0
2022-06-11,27.0,26989.0,1660.0
2022-06-11,28.0,27192.0,1585.0
2022-06-11,29.0,26763.0,714.0
2022-06-11,30.0,26993.0,984.0
2022-06-11,31.0,26136.0,950.0
2022-06-11,32.0,26215.0,1515.0
2022-06-11,33.0,25273.0,644.0
2022-06-11,34.0,24582.0,1429.0
2022-06-11,35.0,23796.0,1669.0
2022-06-11,36.0,23041.0,1506.0
2022-06-11,37.0,22573.0,1644.0
2022-06-11,38.0,21989.0,1322.0
2022-06-11,39.0,21661.0,1357.0
2022-06-11,40.0,21376.0,1062.0
2022-06-11,41.0,21418.0,1199.0
2022-06-11,42.0,21840.0,1524.0
2022-06-11,43.0,21961.0,1679.0
2022-06-11,44.0,21842.0,1682.0
2022-06-11,45.0,21925.0,1530.0
2022-06-11,46.0,22342.0,1687.0
2022-06-11,47.0,23156.0,401.0
2022-06-11,48.0,24344.0,69.0
2022-06-12,1.0,25472.0,1095.0
2022-06-12,2.0,26104.0,1176.0
2022-06-12,3.0,26020.0,765.0
2022-06-12,4.0,26226.0,964.0
2022-06-12,5.0,25991.0,701.0
2022-06-12,6.0,26391.0,911.0
2022-06-12,7.0,26675.0,1034.0
2022-06-12,8.0,26789.0,1005.0
2022-06-12,9.0,26982.0,1083.0
2022-06-12,10.0,27369.0,1302.0
2022-06-12,11.0,27541.0,1484.0
2022-06-12,12.0,27817.0,1424.0
2022-06-12,13.0,29033.0,1870.0
2022-06-12,14.0,28939.0,1809.0
2022-06-12,15.0,28357.0,1559.0
2022-06-12,16.0,27831.0,1312.0
2022-06-12,17.0,29118.0,2026.0
2022-06-12,18.0,28269.0,1243.0
2022-06-12,19.0,27878.0,-46.0
2022-06-12,20.0,27876.0,-67.0
2022-06-12,21.0,27982.0,-167.0
2022-06-12,22.0,28062.0,-113.0
2022-06-12,23.0,28882.0,507.0
2022-06-12,24.0,28617.0,-125.0
2022-06-12,25.0,28756.0,84.0
2022-06-12,26.0,29126.0,373.0
2022-06-12,27.0,29156.0,461.0
2022-06-12,28.0,29005.0,308.0
2022-06-12,29.0,29322.0,687.0
2022-06-12,30.0,29835.0,784.0
2022-06-12,31.0,29140.0,205.0
2022-06-12,32.0,28881.0,109.0
2022-06-12,33.0,27143.0,-455.0
2022-06-12,34.0,26297.0,75.0
2022-06-12,35.0,23707.0,-114.0
2022-06-12,36.0,23322.0,366.0
2022-06-12,37.0,23560.0,1910.0
2022-06-12,38.0,23609.0,2120.0
2022-06-12,39.0,23813.0,3353.0
2022-06-12,40.0,23662.0,3073.0
2022-06-12,41.0,22371.0,1305.0
2022-06-12,42.0,22449.0,1402.0
2022-06-12,43.0,22449.0,1363.0
2022-06-12,44.0,22544.0,1355.0
2022-06-12,45.0,23235.0,1485.0
2022-06-12,46.0,24132.0,1692.0
2022-06-12,47.0,23810.0,-68.0
2022-06-12,48.0,25139.0,176.0
2022-06-13,1.0,26160.0,468.0
2022-06-13,2.0,26679.0,-54.0
2022-06-13,3.0,26583.0,388.0
2022-06-13,4.0,26722.0,489.0
2022-06-13,5.0,26983.0,509.0
2022-06-13,6.0,27334.0,601.0
2022-06-13,7.0,27554.0,649.0
2022-06-13,8.0,27253.0,698.0
2022-06-13,9.0,27868.0,1002.0
2022-06-13,10.0,28035.0,936.0
2022-06-13,11.0,27877.0,1028.0
2022-06-13,12.0,26235.0,826.0
2022-06-13,13.0,26365.0,1843.0
2022-06-13,14.0,24874.0,920.0
2022-06-13,15.0,22226.0,1420.0
2022-06-13,16.0,21827.0,1390.0
2022-06-13,17.0,22343.0,1975.0
2022-06-13,18.0,21201.0,1365.0
2022-06-13,19.0,21430.0,1546.0
2022-06-13,20.0,20871.0,1076.0
2022-06-13,21.0,22955.0,1564.0
2022-06-13,22.0,22796.0,1532.0
2022-06-13,23.0,24044.0,2358.0
2022-06-13,24.0,23836.0,2271.0
2022-06-13,25.0,23333.0,1839.0
2022-06-13,26.0,23589.0,2082.0
2022-06-13,27.0,23957.0,1934.0
2022-06-13,28.0,24246.0,1785.0
2022-06-13,29.0,24458.0,1800.0
2022-06-13,30.0,24652.0,1790.0
2022-06-13,31.0,25496.0,2419.0
2022-06-13,32.0,25264.0,2334.0
2022-06-13,33.0,23412.0,1430.0
2022-06-13,34.0,22337.0,1030.0
2022-06-13,35.0,22287.0,1796.0
2022-06-13,36.0,21467.0,1155.0
2022-06-13,37.0,21050.0,935.0
2022-06-13,38.0,21145.0,1203.0
2022-06-13,39.0,21393.0,1787.0
2022-06-13,40.0,21585.0,2143.0
2022-06-13,41.0,21620.0,2103.0
2022-06-13,42.0,21993.0,2442.0
2022-06-13,43.0,21721.0,1764.0
2022-06-13,44.0,21813.0,1990.0
2022-06-13,45.0,22523.0,2304.0
2022-06-13,46.0,23808.0,3074.0
2022-06-13,47.0,25009.0,2750.0
2022-06-13,48.0,26369.0,2470.0
2022-06-14,1.0,25906.0,1856.0
2022-06-14,2.0,26632.0,2145.0
2022-06-14,3.0,26576.0,2080.0
2022-06-14,4.0,26869.0,2293.0
2022-06-14,5.0,26988.0,2504.0
2022-06-14,6.0,27294.0,2607.0
2022-06-14,7.0,27537.0,2810.0
2022-06-14,8.0,27607.0,2416.0
2022-06-14,9.0,27707.0,2559.0
2022-06-14,10.0,27805.0,2187.0
2022-06-14,11.0,28033.0,2421.0
2022-06-14,12.0,27857.0,2261.0
2022-06-14,13.0,27214.0,3363.0
2022-06-14,14.0,25310.0,2835.0
2022-06-14,15.0,24162.0,2572.0
2022-06-14,16.0,23973.0,1730.0
2022-06-14,17.0,24817.0,2513.0
2022-06-14,18.0,24816.0,2520.0
2022-06-14,19.0,23956.0,1777.0
2022-06-14,20.0,23834.0,1481.0
2022-06-14,21.0,23218.0,890.0
2022-06-14,22.0,23407.0,1201.0
2022-06-14,23.0,24274.0,2076.0
2022-06-14,24.0,24482.0,2123.0
2022-06-14,25.0,23850.0,1533.0
2022-06-14,26.0,24108.0,1918.0
2022-06-14,27.0,24344.0,2201.0
2022-06-14,28.0,24612.0,2451.0
2022-06-14,29.0,23626.0,1872.0
2022-06-14,30.0,23660.0,1965.0
2022-06-14,31.0,24214.0,2574.0
2022-06-14,32.0,23631.0,2085.0
2022-06-14,33.0,23717.0,2114.0
2022-06-14,34.0,22755.0,1653.0
2022-06-14,35.0,22379.0,1796.0
2022-06-14,36.0,21902.0,1394.0
2022-06-14,37.0,21610.0,1890.0
2022-06-14,38.0,20623.0,1109.0
2022-06-14,39.0,19776.0,795.0
2022-06-14,40.0,20096.0,1052.0
2022-06-14,41.0,20633.0,1542.0
2022-06-14,42.0,21354.0,2135.0
2022-06-14,43.0,21762.0,1790.0
2022-06-14,44.0,22263.0,1997.0
2022-06-14,45.0,22811.0,2054.0
2022-06-14,46.0,23922.0,2748.0
2022-06-14,47.0,23607.0,1934.0
2022-06-14,48.0,24521.0,2164.0
2022-06-15,1.0,25513.0,2399.0
2022-06-15,2.0,26261.0,2842.0
2022-06-15,3.0,25849.0,2079.0
2022-06-15,4.0,26128.0,2276.0
2022-06-15,5.0,26143.0,2249.0
2022-06-15,6.0,26458.0,2318.0
2022-06-15,7.0,26279.0,2044.0
2022-06-15,8.0,26363.0,2194.0
2022-06-15,9.0,26377.0,2210.0
2022-06-15,10.0,26632.0,2248.0
2022-06-15,11.0,26748.0,2984.0
2022-06-15,12.0,26887.0,2473.0
2022-06-15,13.0,27216.0,3209.0
2022-06-15,14.0,25624.0,2339.0
2022-06-15,15.0,25677.0,3195.0
2022-06-15,16.0,24834.0,2961.0
2022-06-15,17.0,24871.0,2611.0
2022-06-15,18.0,24793.0,2800.0
2022-06-15,19.0,24791.0,2552.0
2022-06-15,20.0,24912.0,2731.0
2022-06-15,21.0,25380.0,3189.0
2022-06-15,22.0,25624.0,3542.0
2022-06-15,23.0,25141.0,2507.0
2022-06-15,24.0,23988.0,1360.0
2022-06-15,25.0,23982.0,1418.0
2022-06-15,26.0,24091.0,1546.0
2022-06-15,27.0,23824.0,1497.0
2022-06-15,28.0,24327.0,1885.0
2022-06-15,29.0,24039.0,1517.0
2022-06-15,30.0,24074.0,1900.0
2022-06-15,31.0,24286.0,2910.0
2022-06-15,32.0,23905.0,2759.0
2022-06-15,33.0,23631.0,2904.0
2022-06-15,34.0,22651.0,2407.0
2022-06-15,35.0,21751.0,2100.0
2022-06-15,36.0,21012.0,2015.0
2022-06-15,37.0,21389.0,2999.0
2022-06-15,38.0,20867.0,2535.0
2022-06-15,39.0,20772.0,2334.0
2022-06-15,40.0,20888.0,2271.0
2022-06-15,41.0,21000.0,1579.0
2022-06-15,42.0,21607.0,1775.0
2022-06-15,43.0,21495.0,1393.0
2022-06-15,44.0,21639.0,1362.0
2022-06-15,45.0,21746.0,1011.0
2022-06-15,46.0,22798.0,1866.0
2022-06-15,47.0,24182.0,2916.0
2022-06-15,48.0,25766.0,3308.0
2022-06-16,1.0,25998.0,2350.0
2022-06-16,2.0,26605.0,2470.0
2022-06-16,3.0,26604.0,2190.0
2022-06-16,4.0,26896.0,2274.0
2022-06-16,5.0,26717.0,1992.0
2022-06-16,6.0,26895.0,2131.0
2022-06-16,7.0,27041.0,2176.0
2022-06-16,8.0,27104.0,2169.0
2022-06-16,9.0,27117.0,1956.0
2022-06-16,10.0,27417.0,2212.0
2022-06-16,11.0,28077.0,2893.0
2022-06-16,12.0,27898.0,2638.0
2022-06-16,13.0,27850.0,3348.0
2022-06-16,14.0,26502.0,2645.0
2022-06-16,15.0,25082.0,2617.0
2022-06-16,16.0,24070.0,1915.0
2022-06-16,17.0,24303.0,2287.0
2022-06-16,18.0,24311.0,2280.0
2022-06-16,19.0,24163.0,2487.0
2022-06-16,20.0,24478.0,2407.0
2022-06-16,21.0,24287.0,1429.0
2022-06-16,22.0,24462.0,1754.0
2022-06-16,23.0,25124.0,2333.0
2022-06-16,24.0,24933.0,2151.0
2022-06-16,25.0,24825.0,2102.0
2022-06-16,26.0,24883.0,2190.0
2022-06-16,27.0,24990.0,2028.0
2022-06-16,28.0,24797.0,2276.0
2022-06-16,29.0,24792.0,2332.0
2022-06-16,30.0,24650.0,2190.0
2022-06-16,31.0,24106.0,2935.0
2022-06-16,32.0,24076.0,3121.0
2022-06-16,33.0,23354.0,3433.0
2022-06-16,34.0,22909.0,2997.0
2022-06-16,35.0,22421.0,2833.0
2022-06-16,36.0,21500.0,2502.0
2022-06-16,37.0,21752.0,2976.0
2022-06-16,38.0,21796.0,2846.0
2022-06-16,39.0,20903.0,2572.0
2022-06-16,40.0,20916.0,2309.0
2022-06-16,41.0,21619.0,2893.0
2022-06-16,42.0,22327.0,3285.0
2022-06-16,43.0,23429.0,3805.0
2022-06-16,44.0,23210.0,4511.0
2022-06-16,45.0,22923.0,4334.0
2022-06-16,46.0,24568.0,5425.0
2022-06-16,47.0,24687.0,1811.0
2022-06-16,48.0,25846.0,1634.0
2022-06-17,1.0,26934.0,1934.0
2022-06-17,2.0,27166.0,1982.0
2022-06-17,3.0,27481.0,1432.0
2022-06-17,4.0,27707.0,1439.0
2022-06-17,5.0,27280.0,1830.0
2022-06-17,6.0,27524.0,2128.0
2022-06-17,7.0,27308.0,1907.0
2022-06-17,8.0,27472.0,2262.0
2022-06-17,9.0,27436.0,2274.0
2022-06-17,10.0,27290.0,1821.0
2022-06-17,11.0,26638.0,1515.0
2022-06-17,12.0,26425.0,1797.0
2022-06-17,13.0,26097.0,2153.0
2022-06-17,14.0,24784.0,1704.0
2022-06-17,15.0,25010.0,2363.0
2022-06-17,16.0,24129.0,2038.0
2022-06-17,17.0,23019.0,594.0
2022-06-17,18.0,23087.0,734.0
2022-06-17,19.0,23084.0,700.0
2022-06-17,20.0,22640.0,393.0
2022-06-17,21.0,23036.0,839.0
2022-06-17,22.0,23273.0,665.0
2022-06-17,23.0,23572.0,1131.0
2022-06-17,24.0,23435.0,1318.0
2022-06-17,25.0,22715.0,1009.0
2022-06-17,26.0,23046.0,1377.0
2022-06-17,27.0,23093.0,1452.0
2022-06-17,28.0,23717.0,1195.0
2022-06-17,29.0,23494.0,1728.0
2022-06-17,30.0,22884.0,1752.0
2022-06-17,31.0,22970.0,2787.0
2022-06-17,32.0,22431.0,2668.0
2022-06-17,33.0,22828.0,2745.0
2022-06-17,34.0,22230.0,2593.0
2022-06-17,35.0,21030.0,2642.0
2022-06-17,36.0,20363.0,2967.0
2022-06-17,37.0,20062.0,3327.0
2022-06-17,38.0,19528.0,3062.0
2022-06-17,39.0,19305.0,3417.0
2022-06-17,40.0,19465.0,3152.0
2022-06-17,41.0,19996.0,3150.0
2022-06-17,42.0,20686.0,3496.0
2022-06-17,43.0,21221.0,3044.0
2022-06-17,44.0,21353.0,3075.0
2022-06-17,45.0,21025.0,2100.0
2022-06-17,46.0,21924.0,2351.0
2022-06-17,47.0,22821.0,1412.0
2022-06-17,48.0,23951.0,692.0
2022-06-18,1.0,24732.0,209.0
2022-06-18,2.0,25451.0,526.0
2022-06-18,3.0,26158.0,777.0
2022-06-18,4.0,26557.0,1113.0
2022-06-18,5.0,26934.0,1344.0
2022-06-18,6.0,27252.0,1597.0
2022-06-18,7.0,26938.0,1139.0
2022-06-18,8.0,26782.0,1058.0
2022-06-18,9.0,26923.0,1241.0
2022-06-18,10.0,27102.0,1456.0
2022-06-18,11.0,26932.0,916.0
2022-06-18,12.0,27249.0,970.0
2022-06-18,13.0,26997.0,882.0
2022-06-18,14.0,26328.0,840.0
2022-06-18,15.0,26782.0,1622.0
2022-06-18,16.0,25846.0,694.0
2022-06-18,17.0,25694.0,1025.0
2022-06-18,18.0,25086.0,614.0
2022-06-18,19.0,24749.0,381.0
2022-06-18,20.0,24378.0,130.0
2022-06-18,21.0,24271.0,492.0
2022-06-18,22.0,25205.0,1619.0
2022-06-18,23.0,25250.0,1316.0
2022-06-18,24.0,25564.0,1260.0
2022-06-18,25.0,25421.0,768.0
2022-06-18,26.0,25332.0,466.0
2022-06-18,27.0,23552.0,-617.0
2022-06-18,28.0,23395.0,-610.0
2022-06-18,29.0,23889.0,135.0
2022-06-18,30.0,23727.0,29.0
2022-06-18,31.0,23562.0,274.0
2022-06-18,32.0,23747.0,374.0
2022-06-18,33.0,23408.0,1652.0
2022-06-18,34.0,22813.0,1998.0
2022-06-18,35.0,22360.0,2846.0
2022-06-18,36.0,22150.0,2821.0
2022-06-18,37.0,22101.0,2976.0
2022-06-18,38.0,21977.0,2895.0
2022-06-18,39.0,21773.0,2526.0
2022-06-18,40.0,22246.0,2978.0
2022-06-18,41.0,21332.0,1536.0
2022-06-18,42.0,21789.0,1528.0
2022-06-18,43.0,22067.0,954.0
2022-06-18,44.0,22153.0,802.0
2022-06-18,45.0,22460.0,155.0
2022-06-18,46.0,23037.0,-545.0
2022-06-18,47.0,24368.0,-559.0
2022-06-18,48.0,24946.0,-676.0
2022-06-19,1.0,27703.0,546.0
2022-06-19,2.0,28564.0,304.0
2022-06-19,3.0,29033.0,415.0
2022-06-19,4.0,29207.0,534.0
2022-06-19,5.0,29202.0,557.0
2022-06-19,6.0,28392.0,251.0
2022-06-19,7.0,28918.0,578.0
2022-06-19,8.0,28913.0,655.0
2022-06-19,9.0,29548.0,509.0
2022-06-19,10.0,30031.0,838.0
2022-06-19,11.0,30052.0,623.0
2022-06-19,12.0,30996.0,1082.0
2022-06-19,13.0,31374.0,1128.0
2022-06-19,14.0,31045.0,871.0
2022-06-19,15.0,30844.0,1491.0
2022-06-19,16.0,30300.0,1452.0
2022-06-19,17.0,31171.0,2363.0
2022-06-19,18.0,30442.0,1730.0
2022-06-19,19.0,29967.0,1559.0
2022-06-19,20.0,29541.0,1179.0
2022-06-19,21.0,29318.0,1440.0
2022-06-19,22.0,29151.0,1835.0
2022-06-19,23.0,28870.0,2948.0
2022-06-19,24.0,28906.0,2813.0
2022-06-19,25.0,29914.0,3355.0
2022-06-19,26.0,30181.0,3043.0
2022-06-19,27.0,30988.0,3681.0
2022-06-19,28.0,31311.0,3883.0
2022-06-19,29.0,30709.0,3266.0
2022-06-19,30.0,30535.0,3585.0
2022-06-19,31.0,27293.0,1972.0
2022-06-19,32.0,27068.0,2216.0
2022-06-19,33.0,25853.0,2487.0
2022-06-19,34.0,25127.0,3863.0
2022-06-19,35.0,22964.0,3780.0
2022-06-19,36.0,22575.0,4076.0
2022-06-19,37.0,23124.0,4502.0
2022-06-19,38.0,23077.0,4243.0
2022-06-19,39.0,22849.0,3677.0
2022-06-19,40.0,23318.0,3659.0
2022-06-19,41.0,23024.0,3553.0
2022-06-19,42.0,23341.0,3487.0
2022-06-19,43.0,23427.0,3481.0
2022-06-19,44.0,23663.0,3499.0
2022-06-19,45.0,23640.0,2806.0
2022-06-19,46.0,24607.0,2657.0
2022-06-19,47.0,24739.0,1677.0
2022-06-19,48.0,26508.0,1966.0
2022-06-20,1.0,26613.0,1629.0
2022-06-20,2.0,27185.0,1930.0
2022-06-20,3.0,26642.0,1446.0
2022-06-20,4.0,26372.0,1494.0
2022-06-20,5.0,26478.0,1465.0
2022-06-20,6.0,27003.0,1024.0
2022-06-20,7.0,27278.0,1212.0
2022-06-20,8.0,27389.0,1132.0
2022-06-20,9.0,27694.0,1008.0
2022-06-20,10.0,27762.0,1296.0
2022-06-20,11.0,27611.0,1316.0
2022-06-20,12.0,27299.0,1593.0
2022-06-20,13.0,26251.0,1650.0
2022-06-20,14.0,24097.0,1704.0
2022-06-20,15.0,23118.0,2628.0
2022-06-20,16.0,22210.0,2243.0
2022-06-20,17.0,21177.0,1418.0
2022-06-20,18.0,21591.0,1804.0
2022-06-20,19.0,22486.0,2188.0
2022-06-20,20.0,22845.0,2157.0
2022-06-20,21.0,22787.0,2133.0
2022-06-20,22.0,23318.0,2648.0
2022-06-20,23.0,22665.0,1935.0
2022-06-20,24.0,23035.0,2402.0
2022-06-20,25.0,23304.0,2120.0
2022-06-20,26.0,23194.0,2072.0
2022-06-20,27.0,23180.0,2147.0
2022-06-20,28.0,23512.0,2223.0
2022-06-20,29.0,23203.0,1449.0
2022-06-20,30.0,23142.0,1455.0
2022-06-20,31.0,24000.0,2415.0
2022-06-20,32.0,23049.0,2152.0
2022-06-20,33.0,22690.0,2150.0
2022-06-20,34.0,21990.0,2192.0
2022-06-20,35.0,21381.0,2615.0
2022-06-20,36.0,20907.0,2190.0
2022-06-20,37.0,21805.0,3712.0
2022-06-20,38.0,21516.0,3450.0
2022-06-20,39.0,20814.0,2719.0
2022-06-20,40.0,20807.0,2757.0
2022-06-20,41.0,21197.0,3366.0
2022-06-20,42.0,21638.0,3669.0
2022-06-20,43.0,21998.0,3249.0
2022-06-20,44.0,22644.0,3615.0
2022-06-20,45.0,22945.0,2804.0
2022-06-20,46.0,23722.0,2628.0
2022-06-20,47.0,24323.0,2847.0
2022-06-20,48.0,24956.0,3278.0
2022-06-21,1.0,24618.0,2473.0
2022-06-21,2.0,25039.0,2485.0
2022-06-21,3.0,24903.0,2449.0
2022-06-21,4.0,24846.0,2588.0
2022-06-21,5.0,24614.0,2285.0
2022-06-21,6.0,25129.0,2384.0
2022-06-21,7.0,25182.0,2578.0
2022-06-21,8.0,25315.0,2390.0
2022-06-21,9.0,25344.0,2219.0
2022-06-21,10.0,24974.0,2477.0
2022-06-21,11.0,25739.0,2591.0
2022-06-21,12.0,25358.0,2436.0
2022-06-21,13.0,25759.0,3710.0
2022-06-21,14.0,24435.0,3586.0
2022-06-21,15.0,23041.0,3832.0
2022-06-21,16.0,21955.0,3228.0
2022-06-21,17.0,21819.0,2674.0
2022-06-21,18.0,21729.0,2335.0
2022-06-21,19.0,22257.0,2206.0
2022-06-21,20.0,22280.0,2459.0
2022-06-21,21.0,22753.0,2373.0
2022-06-21,22.0,22897.0,2166.0
2022-06-21,23.0,22945.0,2257.0
2022-06-21,24.0,22545.0,2146.0
2022-06-21,25.0,22809.0,2360.0
2022-06-21,26.0,23031.0,2383.0
2022-06-21,27.0,22871.0,2390.0
2022-06-21,28.0,23307.0,2506.0
2022-06-21,29.0,23247.0,2097.0
2022-06-21,30.0,23329.0,2282.0
2022-06-21,31.0,22823.0,1977.0
2022-06-21,32.0,22089.0,2446.0
2022-06-21,33.0,22185.0,2587.0
2022-06-21,34.0,22013.0,2339.0
2022-06-21,35.0,21580.0,3099.0
2022-06-21,36.0,21545.0,2768.0
2022-06-21,37.0,21185.0,2992.0
2022-06-21,38.0,20784.0,2727.0
2022-06-21,39.0,20093.0,2066.0
2022-06-21,40.0,20277.0,2105.0
2022-06-21,41.0,20108.0,2254.0
2022-06-21,42.0,20740.0,2358.0
2022-06-21,43.0,21783.0,2936.0
2022-06-21,44.0,22399.0,3353.0
2022-06-21,45.0,22799.0,2942.0
2022-06-21,46.0,24104.0,3312.0
2022-06-21,47.0,24364.0,2241.0
2022-06-21,48.0,25203.0,2205.0
2022-06-22,1.0,25000.0,2176.0
2022-06-22,2.0,25675.0,2714.0
2022-06-22,3.0,25294.0,2350.0
2022-06-22,4.0,25406.0,2264.0
2022-06-22,5.0,25517.0,2016.0
2022-06-22,6.0,25903.0,2461.0
2022-06-22,7.0,25743.0,2405.0
2022-06-22,8.0,26051.0,2548.0
2022-06-22,9.0,25872.0,2462.0
2022-06-22,10.0,26174.0,2277.0
2022-06-22,11.0,26540.0,3068.0
2022-06-22,12.0,26399.0,2950.0
2022-06-22,13.0,26361.0,3449.0
2022-06-22,14.0,24750.0,2811.0
2022-06-22,15.0,24282.0,4031.0
2022-06-22,16.0,23667.0,3769.0
2022-06-22,17.0,22417.0,2595.0
2022-06-22,18.0,22074.0,2797.0
2022-06-22,19.0,22215.0,2713.0
2022-06-22,20.0,22145.0,2370.0
2022-06-22,21.0,22429.0,2421.0
2022-06-22,22.0,22733.0,2720.0
2022-06-22,23.0,22553.0,2850.0
2022-06-22,24.0,23121.0,2799.0
2022-06-22,25.0,23673.0,3181.0
2022-06-22,26.0,23711.0,3297.0
2022-06-22,27.0,23051.0,3003.0
2022-06-22,28.0,22600.0,2908.0
2022-06-22,29.0,21745.0,2202.0
2022-06-22,30.0,21373.0,1682.0
2022-06-22,31.0,21665.0,2039.0
2022-06-22,32.0,21215.0,1613.0
2022-06-22,33.0,21251.0,2470.0
2022-06-22,34.0,20667.0,2947.0
2022-06-22,35.0,20778.0,3910.0
2022-06-22,36.0,20995.0,3585.0
2022-06-22,37.0,20581.0,3955.0
2022-06-22,38.0,20561.0,4038.0
2022-06-22,39.0,20764.0,4432.0
2022-06-22,40.0,20878.0,4469.0
2022-06-22,41.0,21320.0,4743.0
2022-06-22,42.0,21774.0,4977.0
2022-06-22,43.0,22246.0,4699.0
2022-06-22,44.0,22321.0,4925.0
2022-06-22,45.0,22594.0,3721.0
2022-06-22,46.0,23972.0,4211.0
2022-06-22,47.0,24780.0,4678.0
2022-06-22,48.0,25335.0,4773.0
2022-06-23,1.0,24728.0,3835.0
2022-06-23,2.0,24726.0,4396.0
2022-06-23,3.0,24197.0,3245.0
2022-06-23,4.0,24458.0,3387.0
2022-06-23,5.0,24856.0,3711.0
2022-06-23,6.0,25254.0,3881.0
2022-06-23,7.0,25583.0,3835.0
2022-06-23,8.0,25740.0,3318.0
2022-06-23,9.0,25868.0,3894.0
2022-06-23,10.0,26092.0,3760.0
2022-06-23,11.0,26232.0,4141.0
2022-06-23,12.0,26093.0,3933.0
2022-06-23,13.0,26126.0,4621.0
2022-06-23,14.0,25142.0,4615.0
2022-06-23,15.0,23873.0,3618.0
2022-06-23,16.0,23163.0,3036.0
2022-06-23,17.0,22686.0,2857.0
2022-06-23,18.0,22185.0,2862.0
2022-06-23,19.0,22405.0,2948.0
2022-06-23,20.0,21896.0,2642.0
2022-06-23,21.0,22799.0,2938.0
2022-06-23,22.0,22594.0,2732.0
2022-06-23,23.0,22924.0,2741.0
2022-06-23,24.0,22864.0,2538.0
2022-06-23,25.0,21616.0,2063.0
2022-06-23,26.0,21675.0,2238.0
2022-06-23,27.0,21685.0,2379.0
2022-06-23,28.0,21837.0,2714.0
2022-06-23,29.0,21783.0,2899.0
2022-06-23,30.0,21238.0,2701.0
2022-06-23,31.0,21223.0,2686.0
2022-06-23,32.0,21346.0,2994.0
2022-06-23,33.0,21325.0,2708.0
2022-06-23,34.0,20857.0,2662.0
2022-06-23,35.0,20409.0,3408.0
2022-06-23,36.0,20419.0,3244.0
2022-06-23,37.0,20052.0,3193.0
2022-06-23,38.0,20033.0,3166.0
2022-06-23,39.0,20072.0,3219.0
2022-06-23,40.0,20604.0,3417.0
2022-06-23,41.0,20640.0,2822.0
2022-06-23,42.0,21404.0,2723.0
2022-06-23,43.0,21803.0,2428.0
2022-06-23,44.0,22335.0,2836.0
2022-06-23,45.0,21440.0,1088.0
2022-06-23,46.0,22312.0,1316.0
2022-06-23,47.0,22347.0,683.0
2022-06-23,48.0,23050.0,926.0
2022-06-24,1.0,22951.0,1049.0
2022-06-24,2.0,23405.0,1541.0
2022-06-24,3.0,23125.0,1392.0
2022-06-24,4.0,23775.0,1866.0
2022-06-24,5.0,22940.0,997.0
2022-06-24,6.0,22994.0,959.0
2022-06-24,7.0,23005.0,1226.0
2022-06-24,8.0,23056.0,1242.0
2022-06-24,9.0,22976.0,1190.0
2022-06-24,10.0,23099.0,1447.0
2022-06-24,11.0,23745.0,1401.0
2022-06-24,12.0,23590.0,1295.0
2022-06-24,13.0,23440.0,1532.0
2022-06-24,14.0,21972.0,717.0
2022-06-24,15.0,22304.0,1803.0
2022-06-24,16.0,21331.0,1958.0
2022-06-24,17.0,20369.0,1563.0
2022-06-24,18.0,19982.0,1642.0
2022-06-24,19.0,20654.0,1474.0
2022-06-24,20.0,20527.0,2023.0
2022-06-24,21.0,20866.0,2126.0
2022-06-24,22.0,20698.0,2194.0
2022-06-24,23.0,21318.0,2731.0
2022-06-24,24.0,21346.0,2664.0
2022-06-24,25.0,21210.0,2391.0
